page_id,page_name,disclaimer,amount_spent_pen,number_of_ads
104289288605830,Brothers4Change,These ads ran without a disclaimer,≤100,1
101256615741581,World Peace Association Middle East,These ads ran without a disclaimer,≤100,1
111154798058204,Team Happy 50 A day Jstore,These ads ran without a disclaimer,≤100,1
101388574652689,ALFIE PARIS,These ads ran without a disclaimer,≤100,4
210963862280920,Moellhausen,These ads ran without a disclaimer,≤100,1
101265712581252,Eicervconom,These ads ran without a disclaimer,≤100,1
112049277944976,So Fierce Candy,These ads ran without a disclaimer,≤100,1
269184649792055,IDEHPUCP - Instituto de Democracia y Derechos Humanos de la PUCP,These ads ran without a disclaimer,≤100,1
101879285278039,Soy Carmín Celebridades,These ads ran without a disclaimer,≤100,1
101240422184383,Joynovel Stories,These ads ran without a disclaimer,≤100,1
100441394883312,Hidrobag,These ads ran without a disclaimer,≤100,1
103512969698091,Le Tour de France,These ads ran without a disclaimer,≤100,1
111104961506827,Shining wallpaper2.23z1,These ads ran without a disclaimer,≤100,1
101798301804570,Rock Star-1,These ads ran without a disclaimer,≤100,3
14404452903,The King's Singers,These ads ran without a disclaimer,≤100,2
227212244389651,Kivaki Law Firm,These ads ran without a disclaimer,≤100,1
188082228704952,Finance 101,These ads ran without a disclaimer,≤100,3
214172341930637,DevelopmentAid,These ads ran without a disclaimer,≤100,1
152739511436965,Superfecta,These ads ran without a disclaimer,≤100,1
350783005063231,D+C Development and Cooperation,These ads ran without a disclaimer,≤100,5
101931672041390,astar_cod,These ads ran without a disclaimer,≤100,1
138341914612,Vanuatu Tourism Office,These ads ran without a disclaimer,≤100,1
178707372177279,INSTITUT FRANÇAIS,These ads ran without a disclaimer,≤100,1
104666795548692,Lucky VPN - Super fast VPN,These ads ran without a disclaimer,≤100,1
108394237578957,Fiction books,These ads ran without a disclaimer,≤100,1
110835501488131,Webfic New Book,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,3
105887538253711,차이나 스토리 China Story,These ads ran without a disclaimer,≤100,5
115849549887027,Dawere Global,These ads ran without a disclaimer,≤100,2
102185129160464,Teamsters Local 313,These ads ran without a disclaimer,≤100,1
109699821486722,Ancash - Newsbreak PE,These ads ran without a disclaimer,≤100,1
1524362760965302,Lean BIM América - BIM Bolivia,These ads ran without a disclaimer,≤100,1
108618868157165,The EcoPanda,These ads ran without a disclaimer,≤100,1
101208351267113,Instituto Internacional de Derechos Humanos- Costa Rica,These ads ran without a disclaimer,≤100,1
442798395762766,GAC MOTOR,These ads ran without a disclaimer,≤100,2
219036170720,Thardeep Rural Development Programme,These ads ran without a disclaimer,≤100,1
20556338116,ITUC,These ads ran without a disclaimer,≤100,1
146647705406390,Minority Rights Group International,These ads ran without a disclaimer,≤100,2
103282095352804,George Micheal Gilto,These ads ran without a disclaimer,≤100,4
103341011759825,Маланка Медиа,These ads ran without a disclaimer,≤100,1
105726531058040,elmomentodelaciencia,These ads ran without a disclaimer,≤100,1
103599902200211,Janet Robinson,These ads ran without a disclaimer,≤100,1
239369843070861,Brigitte y el  Kolpingate,These ads ran without a disclaimer,≤100,1
482357171940913,PRO MOTION,These ads ran without a disclaimer,≤100,1
110641184439585,Black Dollar US,These ads ran without a disclaimer,≤100,4
103238381989283,Cathay Manufacturing Corp.,These ads ran without a disclaimer,≤100,1
100898912196198,Sam Yehia,These ads ran without a disclaimer,≤100,1
285767811498137,Fanack.com  عربي,These ads ran without a disclaimer,≤100,1
321230037926542,Barendsen,These ads ran without a disclaimer,≤100,1
111713443987381,Solardemia - Academia Online de Energía Solar,These ads ran without a disclaimer,≤100,1
257720372773242,Terre des Hommes France,These ads ran without a disclaimer,≤100,1
301690447744,Ensemble Musikfabrik,These ads ran without a disclaimer,≤100,1
1571889726417878,Humans of Kiribati,These ads ran without a disclaimer,≤100,3
105046435119207,Every Day Koala Pets,These ads ran without a disclaimer,≤100,1
111409060544409,noejackson4,These ads ran without a disclaimer,≤100,1
172978423463439,Translate All-Easy Translator-3,These ads ran without a disclaimer,≤100,3
2281397285261127,PorciNews España,These ads ran without a disclaimer,≤100,1
107888614415297,Maletín Digital Online,These ads ran without a disclaimer,≤100,1
111537068063563,Jane S. Hoffman,These ads ran without a disclaimer,≤100,1
313846476107706,CoinsPaid,These ads ran without a disclaimer,≤100,1
106808278520065,Dy_K18_2,These ads ran without a disclaimer,≤100,1
108001918088416,Mujer Empoderada,These ads ran without a disclaimer,≤100,1
108668111525250,Consultoria del Norte,These ads ran without a disclaimer,≤100,1
2039616222943243,Machine Dreams,These ads ran without a disclaimer,≤100,1
100218191483361,S Pri,These ads ran without a disclaimer,≤100,1
149032923968455,Amad Elia,These ads ran without a disclaimer,≤100,1
409047069472336,Early Starters International,These ads ran without a disclaimer,≤100,5
101712741601268,Farage.Inc,These ads ran without a disclaimer,≤100,1
110113628312383,Help Ukraine,These ads ran without a disclaimer,≤100,1
107689678120237,INovels_Fansclub,These ads ran without a disclaimer,≤100,2
105554772054684,Thunderbros,These ads ran without a disclaimer,≤100,1
100180166708029,CMI - Martti Ahtisaari Peace Foundation,These ads ran without a disclaimer,≤100,1
281421806999741,3531truckinglaclothing,These ads ran without a disclaimer,≤100,1
100189608645788,Alienhada Tarot,These ads ran without a disclaimer,≤100,1
413634635459350,Tu Fotografía Móvil,These ads ran without a disclaimer,≤100,1
108347847766089,Customellery,These ads ran without a disclaimer,≤100,1
1708788089341925,Polaris Awards,These ads ran without a disclaimer,≤100,2
352449478770951,Angie Tatiana Del Rio,These ads ran without a disclaimer,≤100,1
106626484829687,"ROGO INDUSTRIAL - SHANGHAI CO.,LTD",These ads ran without a disclaimer,≤100,1
105847818073002,Primeclass Fashion,These ads ran without a disclaimer,≤100,1
268453713263986,Passive House Bulgaria,These ads ran without a disclaimer,≤100,1
105534827506026,Ольга Гомон,These ads ran without a disclaimer,≤100,1
1046529468800602,AJE Global,These ads ran without a disclaimer,≤100,1
129064750465027,Women's Earth Alliance,These ads ran without a disclaimer,≤100,1
321037181865617,All Thing's Auction,These ads ran without a disclaimer,≤100,2
104349132342915,Y-Easy-006,These ads ran without a disclaimer,≤100,1
107280654015389,Catherine Côté,These ads ran without a disclaimer,≤100,1
1523501084543234,China Face,These ads ran without a disclaimer,≤100,2
102234669010016,Nudos en el Alma,These ads ran without a disclaimer,≤100,1
154375854745305,Steve Lee - Miracle Street,These ads ran without a disclaimer,≤100,1
297170180294593,TBD Media Group,These ads ran without a disclaimer,≤100,6
105352891853044,Raj Regmi,These ads ran without a disclaimer,≤100,1
48913201417,Thoughtbubble,These ads ran without a disclaimer,≤100,1
101616641441985,Telesur Libre,These ads ran without a disclaimer,≤100,1
104135752050204,Huancavelica - Newsbreak PE,These ads ran without a disclaimer,≤100,2
103729401741083,Самые интересные видео,These ads ran without a disclaimer,≤100,1
109728238247146,montessori.parenting,These ads ran without a disclaimer,≤100,1
36085812354,Rainforest Foundation US,These ads ran without a disclaimer,≤100,2
102269398066365,АграфинаТаро,These ads ran without a disclaimer,≤100,1
182727265435083,Mauritius Telecom,These ads ran without a disclaimer,≤100,1
112192393947217,Cleanup: Phone Storage Cleaner,These ads ran without a disclaimer,≤100,2
159759840814592,Alfredo Pita - Literatura y vida,These ads ran without a disclaimer,≤100,1
101022822539478,Bino Reading,These ads ran without a disclaimer,≤100,3
105190824543278,The Universal Breakthrough LLC,These ads ran without a disclaimer,≤100,1
124400547766722,Global Initiative against Transnational Organized Crime,These ads ran without a disclaimer,≤100,1
101211112125795,Beste Kinofilme,These ads ran without a disclaimer,≤100,1
103263361981093,Seamos Escuela,These ads ran without a disclaimer,≤100,1
105038424916363,iGlobenews,These ads ran without a disclaimer,≤100,1
1543000112660498,JAC Motors Global,These ads ran without a disclaimer,≤100,1
40953308593,Debbie Taylor-Kerman Art,These ads ran without a disclaimer,≤100,1
111733930324579,Croneylardo,These ads ran without a disclaimer,≤100,1
2171314799846280,Giovanni Yanful,These ads ran without a disclaimer,≤100,1
1847989705425416,Vania Galindotv,These ads ran without a disclaimer,≤100,1
102520688711206,Women's ACT Advocacy,These ads ran without a disclaimer,≤100,1
100179785583985,Toni Hay Author,These ads ran without a disclaimer,≤100,1
113008574360753,Criarparacambiarelmundo,These ads ran without a disclaimer,≤100,1
107196505020087,Hi Photo -G2-0826,These ads ran without a disclaimer,≤100,1
100647408574725,Artlists,These ads ran without a disclaimer,≤100,1
356583431422577,Crowther Lab,These ads ran without a disclaimer,≤100,2
104809904230679,tugestionportugal,These ads ran without a disclaimer,≤100,1
108566715163954,Hased F,These ads ran without a disclaimer,≤100,1
107438912979,docsity.es,These ads ran without a disclaimer,≤100,1
109700661361019,Polymers MDPI,These ads ran without a disclaimer,≤100,1
111933001414159,Wifi helper-vei-2.15,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,1
108568831380957,Elisa Pizango,These ads ran without a disclaimer,≤100,1
69118604016,Carnegie Institution for Science,These ads ran without a disclaimer,≤100,1
104942321495828,Tian Wei at work,These ads ran without a disclaimer,≤100,2
489061217939349,Empoderando Juventudes,These ads ran without a disclaimer,≤100,1
107680450930754,SuinoBrasil,These ads ran without a disclaimer,≤100,1
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,≤100,1
366011250178842,Muslim World League - رابطة العالم الإسلامي,These ads ran without a disclaimer,≤100,1
145034991036968,Nighttime Wellness,These ads ran without a disclaimer,≤100,1
115947580672,"Alumnus SMP N 1 Ayah, Kebumen",These ads ran without a disclaimer,≤100,1
327520393978089,Fundação Antonio Meneghetti,These ads ran without a disclaimer,≤100,1
101758238582109,Sofa novel,These ads ran without a disclaimer,≤100,1
353420328196616,AfternoonSpecial,These ads ran without a disclaimer,≤100,2
784921801646396,Szymon Mierzwa,These ads ran without a disclaimer,≤100,1
100245092090098,Aclo,These ads ran without a disclaimer,≤100,1
106391231649675,مديرية الحملة الولائية للإنتخابات التشريعية محافظة غليزان,These ads ran without a disclaimer,≤100,1
424781624951069,Arely Morales,These ads ran without a disclaimer,≤100,1
112761243445551,Congreso LASRA 2021 Panamá,These ads ran without a disclaimer,≤100,1
108973801565960,"T. G. Vitko, Author",These ads ran without a disclaimer,≤100,1
104624368330739,Orlando Mollo Medina,These ads ran without a disclaimer,≤100,1
103980585057508,Travel With Awareness,These ads ran without a disclaimer,≤100,1
111928020350442,International Family News,These ads ran without a disclaimer,≤100,1
892307570847546,이츠타임,These ads ran without a disclaimer,≤100,1
106587974163390,Versus Fujimori y Castillo,These ads ran without a disclaimer,≤100,1
106035188770148,Doubtful country,These ads ran without a disclaimer,≤100,1
137039752979460,Every Home for Christ International,These ads ran without a disclaimer,≤100,1
253898059451,Gambero Rosso International,These ads ran without a disclaimer,≤100,1
112544173517001,julia.atravelgirl,These ads ran without a disclaimer,≤100,1
1060229017391184,Jennifer Ann,These ads ran without a disclaimer,≤100,1
227181467391877,International Budget Partnership,These ads ran without a disclaimer,≤100,1
102715308991715,Misión y Escape durante la Guerra Fría,These ads ran without a disclaimer,≤100,1
152125264826246,Wilo Group,These ads ran without a disclaimer,≤100,4
367607040042066,VMRay,These ads ran without a disclaimer,≤100,1
200146900023955,The American Dream,These ads ran without a disclaimer,≤100,1
103935928108929,The-Running-Bug,These ads ran without a disclaimer,≤100,1
1327838643977631,Bengy_BG,These ads ran without a disclaimer,≤100,1
102373638659782,Aliadas por un propósito,These ads ran without a disclaimer,≤100,3
863708770685567,Cris Gomes,These ads ran without a disclaimer,≤100,1
355542531309457,Inglês Simples Assim,These ads ran without a disclaimer,≤100,1
101835809118348,The Better Deal Alliance,These ads ran without a disclaimer,≤100,1
100550098407249,iambloodredlfc,These ads ran without a disclaimer,≤100,1
101987405778195,Crispy Pepper,These ads ran without a disclaimer,≤100,3
144397874416074,Mangroves4globalclimate,These ads ran without a disclaimer,≤100,1
105779564225362,Coldd Security,These ads ran without a disclaimer,≤100,3
112130601106708,Emprendimiento & Innovación,These ads ran without a disclaimer,≤100,1
106138921078323,Cultupna,These ads ran without a disclaimer,≤100,1
108022265156631,Ukraine / Україна,These ads ran without a disclaimer,≤100,1
329016450959222,Maytronics LATAM,These ads ran without a disclaimer,≤100,1
464132263979196,Rosie Clayton,These ads ran without a disclaimer,≤100,1
797143973761979,MULLY - The World's Largest Family,These ads ran without a disclaimer,≤100,2
101243125096781,Nautilus Ocean,These ads ran without a disclaimer,≤100,4
110388877787931,Blaque Fenton Feathers,These ads ran without a disclaimer,≤100,1
454154844766466,Sur Editorial,These ads ran without a disclaimer,≤100,1
107526744289597,Henson Shaving,These ads ran without a disclaimer,≤100,1
378853842275805,wordsofpeace.de,These ads ran without a disclaimer,≤100,1
1569281086703978,Ted-Ielts,These ads ran without a disclaimer,≤100,1
298859775736,EAE Business School,These ads ran without a disclaimer,≤100,1
204513376624732,Ezekiel 37 Ministries,These ads ran without a disclaimer,≤100,1
112606328093019,the_pai_mei_disciple,These ads ran without a disclaimer,≤100,1
1942110169394468,Asociación Asiris,These ads ran without a disclaimer,≤100,2
104301127642069,La Ciencia de Jaun,These ads ran without a disclaimer,≤100,1
102423094813153,Robotina,These ads ran without a disclaimer,≤100,7
105837862009417,MegaNovel: Fictions,These ads ran without a disclaimer,≤100,3
1210034445780962,Міжнародне радіо Китаю,These ads ran without a disclaimer,≤100,1
654232897993709,Global Animal Law - GAL,These ads ran without a disclaimer,≤100,1
100210835358470,Orthodental Mouns,These ads ran without a disclaimer,≤100,1
115075156807511,Global Human Rights League,These ads ran without a disclaimer,≤100,3
106958485272881,geliteraturaeditaduras,These ads ran without a disclaimer,≤100,1
161409009309,DISTRIBUTECH International,These ads ran without a disclaimer,≤100,1
875416892602372,164 Beatdown Crew,These ads ran without a disclaimer,≤100,1
101984935822253,fernandomedina.vip,These ads ran without a disclaimer,≤100,1
105261774968140,Avanza  pais _ Region san Martin  con Hernando de Soto,These ads ran without a disclaimer,≤100,1
388035041774653,Monique Stephanie,These ads ran without a disclaimer,≤100,5
104753267680346,Cool Dinner,These ads ran without a disclaimer,≤100,2
556831647720327,The Nib,These ads ran without a disclaimer,≤100,1
913472015335337,MATRIX LMS,These ads ran without a disclaimer,≤100,1
116942331674902,Glenda Umaña,These ads ran without a disclaimer,≤100,1
100885895425840,Amulus,These ads ran without a disclaimer,≤100,1
131928446574,HelpAge International,These ads ran without a disclaimer,≤100,2
827883104025632,ENVOL Côte d'Ivoire,These ads ran without a disclaimer,≤100,1
105041161208092,Revista Show da Fé,These ads ran without a disclaimer,≤100,1
103330768096916,Rafael Óscar Aranibar Halkyer,These ads ran without a disclaimer,≤100,1
104106941405747,Justice in Ethiopia,These ads ran without a disclaimer,≤100,1
104906581500796,Eutrafficlaw,These ads ran without a disclaimer,≤100,1
1691592084439054,Goodwill Caravan,These ads ran without a disclaimer,≤100,1
129366111456,Jamaica Information Service,These ads ran without a disclaimer,≤100,2
198892435401,University of Chicago Booth School of Business,These ads ran without a disclaimer,≤100,1
100144755831563,Nanomaterials MDPI,These ads ran without a disclaimer,≤100,1
1795005467181262,Dude with Sjogrens,These ads ran without a disclaimer,≤100,1
1692271627698998,Sword Elevator,These ads ran without a disclaimer,≤100,1
427747764026807,ShanghaiEye,These ads ran without a disclaimer,≤100,5
102145708872801,"Avec DIEU, nous ferons des exploits",These ads ran without a disclaimer,≤100,1
167369393607530,Antimundo,These ads ran without a disclaimer,≤100,1
364617108960,Ripley Perú,These ads ran without a disclaimer,≤100,1
107896420703254,Inspirando VidaS.,These ads ran without a disclaimer,≤100,1
105164211886489,Спорт КП,These ads ran without a disclaimer,≤100,1
602296329803884,Beauduy Travel Agency And More Services,These ads ran without a disclaimer,≤100,1
1569462309789537,Diplomado Multidisciplinario Violencia Familiar y DDHH,These ads ran without a disclaimer,≤100,1
843201522400647,Pilardel RockPop,These ads ran without a disclaimer,≤100,1
101014195345703,ResKit,These ads ran without a disclaimer,≤100,1
103642232296681,Educación Happy,These ads ran without a disclaimer,≤100,1
103186408125630,nickbynorthwest,These ads ran without a disclaimer,≤100,1
110314248386310,Hadaya.Spot,These ads ran without a disclaimer,≤100,1
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,≤100,1
1185998071440397,Screenshot,These ads ran without a disclaimer,≤100,1
101731208911477,Ango Unchained,These ads ran without a disclaimer,≤100,1
113374790569342,Sportello per immigrati,These ads ran without a disclaimer,≤100,1
103132467995968,Houservi,These ads ran without a disclaimer,≤100,1
104226608314328,Ojo con la Ciencia,These ads ran without a disclaimer,≤100,1
107495398345692,Kraw proyect,These ads ran without a disclaimer,≤100,2
102896578723262,Enfoque Ganador,These ads ran without a disclaimer,≤100,1
111009421470153,machadoh7,These ads ran without a disclaimer,≤100,1
100747575485969,Secret To Life Abundance,These ads ran without a disclaimer,≤100,1
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100,1
810226098995241,Republika Press,These ads ran without a disclaimer,≤100,2
105741447463145,ITS International,These ads ran without a disclaimer,≤100,1
645134548968013,Gendertalent,These ads ran without a disclaimer,≤100,1
109661270844093,desactivalatrata,These ads ran without a disclaimer,≤100,1
366941060700822,Sinopec in Saudi Arabia,These ads ran without a disclaimer,≤100,1
1772454082817643,Artch-Make LEED&Sostenibilidad,These ads ran without a disclaimer,≤100,3
348374381978088,"Jeff Garber, Mortgage Lender, Nmls#142196",These ads ran without a disclaimer,≤100,1
196297237632916,Teacher Tina,These ads ran without a disclaimer,≤100,1
132653604152976,Amuna Misso,These ads ran without a disclaimer,≤100,1
110215924922809,Blvck Love,These ads ran without a disclaimer,≤100,1
109834054543701,SolarButterfly,These ads ran without a disclaimer,≤100,4
106556565099282,Asociación Polochic,These ads ran without a disclaimer,≤100,1
1082964091802622,La vida de Nos,These ads ran without a disclaimer,≤100,1
100200671599125,dani.acf,These ads ran without a disclaimer,≤100,3
349725662081185,CrossCulture Church Tri-Cities,These ads ran without a disclaimer,≤100,1
107686894864589,Bagatellehouse,These ads ran without a disclaimer,≤100,1
108720831403184,hazigreen,These ads ran without a disclaimer,≤100,1
15713980389,MTV UK,These ads ran without a disclaimer,≤100,2
108420967670936,El Té Con La Realeza,These ads ran without a disclaimer,≤100,1
1951056435194177,Independent Persian,These ads ran without a disclaimer,≤100,1
100745397005333,Hisense,These ads ran without a disclaimer,≤100,2
100953972065709,José Antonio Molina Mora,These ads ran without a disclaimer,≤100,1
112202581471,University of Tartu,These ads ran without a disclaimer,≤100,1
110745311065849,Fútbol propuestas revolucionarias,These ads ran without a disclaimer,≤100,1
241842654006,Volleyball World,These ads ran without a disclaimer,≤100,1
1299284880109648,Soniaco MP,These ads ran without a disclaimer,≤100,1
236057795031364,Key Vpn-0914-1,These ads ran without a disclaimer,≤100,1
610750902733657,Be the change with Sophia,These ads ran without a disclaimer,≤100,1
102105095305905,Society of Modern Sciences,These ads ran without a disclaimer,≤100,1
486058148522908,Scuola di Dottorato di Ricerca - Università degli Studi di Sassari,These ads ran without a disclaimer,≤100,1
105090458818494,TrazadoPro,These ads ran without a disclaimer,≤100,1
563135000373327,Ateocalipsis Ahora,These ads ran without a disclaimer,≤100,1
100933181300484,Atma Anand Tiwari,These ads ran without a disclaimer,≤100,1
111462601349778,Something Special,These ads ran without a disclaimer,≤100,1
748564438847574,Vue Storefront,These ads ran without a disclaimer,≤100,1
111726423538637,Con Sabor y Amor Latino,These ads ran without a disclaimer,≤100,2
1810079582577514,Cetpro CatminerOfii,These ads ran without a disclaimer,≤100,1
190716077670815,Gretchen Andrew Art,These ads ran without a disclaimer,≤100,2
104092495284040,Topo gamer,These ads ran without a disclaimer,≤100,1
102078118651949,Gregor Kaufmann Project,These ads ran without a disclaimer,≤100,1
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,1
340810536054369,ROUVY,These ads ran without a disclaimer,≤100,1
101375392321852,Parents of the World,These ads ran without a disclaimer,≤100,1
109848958405911,Earth Apology,These ads ran without a disclaimer,≤100,1
480934751930354,Luv4All: Mother Earth Warns. Wake Up Your Compassion,These ads ran without a disclaimer,≤100,1
227914967279486,Cherng,These ads ran without a disclaimer,≤100,2
104241582216579,Let's all help Ukraine,These ads ran without a disclaimer,≤100,1
513530005418239,Javier Jara Music,These ads ran without a disclaimer,≤100,1
244863282203833,Luke Storey,These ads ran without a disclaimer,≤100,2
106724131406804,Donny Sánchez,These ads ran without a disclaimer,≤100,1
354893761901301,Andrew Hughes,These ads ran without a disclaimer,≤100,3
2363211777295331,John D Hastings,These ads ran without a disclaimer,≤100,1
106749927444750,inverdayemarti,These ads ran without a disclaimer,≤100,1
958164574314945,Cargill,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,9
107749931717878,ITranslator - 100+ language 1,These ads ran without a disclaimer,≤100,1
189570767765273,Alma Edizioni,These ads ran without a disclaimer,≤100,1
103428625614471,lavida.quemerecemos,These ads ran without a disclaimer,≤100,1
1232822196898648,Tokyvideo,These ads ran without a disclaimer,≤100,1
104382861903188,China Railway Construction Corporation,These ads ran without a disclaimer,≤100,2
101822072483932,WiFi Master-0322-02,These ads ran without a disclaimer,≤100,1
103378748911091,Rosana_terapeuta_familiar,These ads ran without a disclaimer,≤100,1
536402899757101,LearnChile,These ads ran without a disclaimer,≤100,1
225293587659213,Game Zone Ariana,These ads ran without a disclaimer,≤100,1
264460710674660,RenewableEnergyOnline,These ads ran without a disclaimer,≤100,1
2051642148495476,Angelicum Thomistic Institute,These ads ran without a disclaimer,≤100,1
43954323343,Xataka Móvil,These ads ran without a disclaimer,≤100,2
329527283769265,Razor-N-Tape,These ads ran without a disclaimer,≤100,1
681144615287723,حنتوسى بانتوسى - ٩٠ يوم فى كندا,These ads ran without a disclaimer,≤100,1
1220664628029647,Vets United programme,These ads ran without a disclaimer,≤100,1
209090664477388,Shell Broken,These ads ran without a disclaimer,≤100,5
21508860465,International Center for Journalists,These ads ran without a disclaimer,≤100,1
99065628451,World Summit of Nobel Peace Laureates,These ads ran without a disclaimer,≤100,1
170951426275318,CBM Christian Blind Mission,These ads ran without a disclaimer,≤100,1
105132945378235,Soledad Esponda,These ads ran without a disclaimer,≤100,1
138507755045767,StrawPoll.vote,These ads ran without a disclaimer,≤100,1
560785970740685,World Obstacle - Fédération Internationale de Sports d'Obstacles,These ads ran without a disclaimer,≤100,1
106148672166078,Wilonna,These ads ran without a disclaimer,≤100,1
448747665308662,香港01,These ads ran without a disclaimer,≤100,1
102878985546618,SUSTech Admissions,These ads ran without a disclaimer,≤100,1
103482881859501,The Samsara Adventures,These ads ran without a disclaimer,≤100,1
119476212786193,Bazooka Ọba,These ads ran without a disclaimer,≤100,1
197258130355494,Henry Bugalho,These ads ran without a disclaimer,≤100,1
2186626478265750,Ryan Kiefer NMLS 581411 Branch Manager PrimeLending,These ads ran without a disclaimer,≤100,1
242576035782907,Universidad del Medio Ambiente - UMA México,These ads ran without a disclaimer,≤100,1
2226402377631572,יד ושם רשות הזיכרון לשואה ולגבורה,These ads ran without a disclaimer,≤100,1
109313280835246,JS Gagnon,These ads ran without a disclaimer,≤100,1
200547449969421,Katholiek Nieuwsblad,These ads ran without a disclaimer,≤100,1
110322744888755,Trendyspread shop,These ads ran without a disclaimer,≤100,3
726689164167900,Red Latinoamericana por la Defensa del Patrimonio Biocultural,These ads ran without a disclaimer,≤100,1
106332320900997,株式会社Medifellow,These ads ran without a disclaimer,≤100,1
107934904825234,Comando che 21,These ads ran without a disclaimer,≤100,1
16353661166,Drapers,These ads ran without a disclaimer,≤100,1
171689866590457,333 - Latinoamérica,These ads ran without a disclaimer,≤100,1
117113711745745,"Hangzhou, China",These ads ran without a disclaimer,≤100,1
190709389448,AMNISTIA INTERNACIONAL VALLADOLID,These ads ran without a disclaimer,≤100,1
102316661152166,ZE Technology,These ads ran without a disclaimer,≤100,1
59125891004,MSP360,These ads ran without a disclaimer,≤100,1
100280174980438,Angus and Rohini Ross: The Rewilders,These ads ran without a disclaimer,≤100,2
107555648131081,Mujer Antorcha,These ads ran without a disclaimer,≤100,1
107333174478122,Gold Line Resources,These ads ran without a disclaimer,≤100,1
108763934683761,Time for Romance,These ads ran without a disclaimer,≤100,2
211964318938198,Blickers,These ads ran without a disclaimer,≤100,1
107204981249603,Simulated Youth,These ads ran without a disclaimer,≤100,2
113347756695371,Pit i Collons,These ads ran without a disclaimer,≤100,1
103692932028003,Way Aid and Care development program- Wacdep,These ads ran without a disclaimer,≤100,2
559775734451375,Lenscake,These ads ran without a disclaimer,≤100,1
261947710515327,Hotel Viñas Queirolo,These ads ran without a disclaimer,≤100,1
405992869868497,Situary,These ads ran without a disclaimer,≤100,2
601235866602584,Reformed Perspective,These ads ran without a disclaimer,≤100,8
1796630237269779,LAY Production,These ads ran without a disclaimer,≤100,1
124025261904,UN Women,These ads ran without a disclaimer,≤100,1
103153408902194,Krudtteltet - Odense Congress Center,These ads ran without a disclaimer,≤100,1
750888818623787,المغامر_خليفة_المزروعي,These ads ran without a disclaimer,≤100,3
103140764763931,Discover Wuhan,These ads ran without a disclaimer,≤100,1
114173187847219,Gems For Everybody Prime,These ads ran without a disclaimer,≤100,3
1680919415490516,Blood Origins,These ads ran without a disclaimer,≤100,1
815698968792499,Donate Attention,These ads ran without a disclaimer,≤100,1
458778124242438,HELP International e.V.,These ads ran without a disclaimer,≤100,1
123519421070204,Shiloh Israel Children's Fund,These ads ran without a disclaimer,≤100,1
100866902468805,Pastor PraiseGod Okere,These ads ran without a disclaimer,≤100,2
345942629392045,Súmate,These ads ran without a disclaimer,≤100,1
108559981628920,Dr-ea-me ZZ,These ads ran without a disclaimer,≤100,1
2213663578685337,einalemwois,These ads ran without a disclaimer,≤100,1
186691125128189,Air Liquide,These ads ran without a disclaimer,≤100,3
105175994560064,OCRE,These ads ran without a disclaimer,≤100,2
100882522221607,Vabble,These ads ran without a disclaimer,≤100,1
211853172275033,Ron Siegel Radio,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,2
102899354901963,The-H.U.D-Club,These ads ran without a disclaimer,≤100,2
414718878625776,Hackster.io,These ads ran without a disclaimer,≤100,1
25035867040,Eastern Washington University,These ads ran without a disclaimer,≤100,1
211350259455090,Juan Vidal,These ads ran without a disclaimer,≤100,2
325626371253028,Russell Palacios Hidalgo,These ads ran without a disclaimer,≤100,1
1159565407414586,Awesome Crowdfunding Projects,These ads ran without a disclaimer,≤100,1
50461955643,UNSW,These ads ran without a disclaimer,≤100,3
133372010036917,University of Leicester,These ads ran without a disclaimer,≤100,1
112763675418812,LearnEnglish – British Council,These ads ran without a disclaimer,≤100,1
102838882271105,NovelReader,These ads ran without a disclaimer,≤100,2
104441188725794,Mariano Larrea - Decano 2022 - 2023,These ads ran without a disclaimer,≤100,1
100710412444302,Antoinetton-US,These ads ran without a disclaimer,≤100,6
101502247998470,RokitPig,These ads ran without a disclaimer,≤100,2
148888291822765,Ian Maksin,These ads ran without a disclaimer,≤100,1
858720684275468,Enrique Vela,These ads ran without a disclaimer,≤100,1
106835621822049,Energías Limpias,These ads ran without a disclaimer,≤100,1
102287309151697,Telling jump,These ads ran without a disclaimer,≤100,3
1050435901671957,PM Saari,These ads ran without a disclaimer,≤100,1
110372047553495,Arttodev,These ads ran without a disclaimer,≤100,1
100826205098920,Warm Club,These ads ran without a disclaimer,≤100,1
103354262361984,معاناه اطفال في غزه,These ads ran without a disclaimer,≤100,1
100920418670063,Value&Quality matter,These ads ran without a disclaimer,≤100,1
207745179235873,Thomas Hübl,These ads ran without a disclaimer,≤100,1
1621718428057181,Programa Tudo Azul,These ads ran without a disclaimer,≤100,1
106487547804169,Getting Grown,These ads ran without a disclaimer,≤100,1
211454462257570,International Hockey Federation (FIH),These ads ran without a disclaimer,≤100,1
