,id,ad_creation_time,ad_creative_bodies,ad_snapshot_url,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,delivery_by_region,demographic_distribution,impressions,page_id,page_name,publisher_platforms,elecciones,electorales,lower_bound,upper_bound
41,2933463263602938,2021-04-08,"['En estas elecciones vota por los jóvenes, los pensionistas y por más oportunidades para los peruanos. ¡Luchemos juntos! 🇵🇪\n\n✅ Marca las 2 lampas de #AcciónPopular, escribe el número 2, y juntos salgamos #Adelante.\n\n#MaricarmenAlva\n#LescanoPresidente\n#AcciónPopular']",https://www.facebook.com/ads/archive/render_ad/?id=2933463263602938&access_token,2021-04-08,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '500', 'upper_bound': '599'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000266', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.08159', 'age': '65+', 'gender': 'male'}, {'percentage': '0.000287', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000348', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.097904', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.163692', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.058194', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.118987', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.047816', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.153498', 'age': '18-24', 'gender': 'male'}, {'percentage': '2.0E-5', 'age': 'Unknown', 'gender': 'unknown'}, {'percentage': '0.044009', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.103267', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.037602', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.04321', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.048532', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000287', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.000246', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000246', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '60000', 'upper_bound': '69999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,500,599
42,3837159593064554,2021-04-08,"['En estas elecciones vota por los jóvenes, los pensionistas y por más oportunidades para los peruanos. ¡Luchemos juntos! 🇵🇪\n\n✅ Marca las 2 lampas de #AcciónPopular, escribe el número 2, y juntos salgamos #Adelante.\n\n#MaricarmenAlva\n#LescanoPresidente\n#AcciónPopular']",https://www.facebook.com/ads/archive/render_ad/?id=3837159593064554&access_token,2021-04-08,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '500', 'upper_bound': '599'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000177', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.093417', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000149', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.00019', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.000204', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.071737', 'age': '65+', 'gender': 'male'}, {'percentage': '0.070474', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.078067', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.071058', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000258', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.087739', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.095577', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.06485', 'age': '65+', 'gender': 'female'}, {'percentage': '0.117692', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.088636', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.1037', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.05598', 'age': '18-24', 'gender': 'female'}, {'percentage': '9.5E-5', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '70000', 'upper_bound': '79999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,500,599
43,1181495338970454,2021-04-07,"['Construyamos juntos un mejor Perú, trabajando para mejorar nuestra situación en materia laboral, salud, educación, economía, entre otras.\n\n¡Apóyame!, y luchemos por la igualdad de oportunidades! 🇵🇪\n ✅ Marca las 2 lampas de #AcciónPopular, escribe el 2, y juntos salgamos ¡Adelante!']",https://www.facebook.com/ads/archive/render_ad/?id=1181495338970454&access_token,2021-04-07,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '500', 'upper_bound': '599'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000115', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.046584', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.069657', 'age': '65+', 'gender': 'female'}, {'percentage': '0.078839', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.124284', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.123091', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.113281', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.058403', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.034954', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.00023', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.027873', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.13491', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.092394', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.09457', 'age': '65+', 'gender': 'male'}, {'percentage': '0.000324', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000167', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000157', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000167', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '100000', 'upper_bound': '124999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,500,599
44,921815195248515,2021-04-03,"['✅  Construyamos juntos un mejor Perú, trabajando para mejorar nuestra situación en materia laboral, salud, educación, economía, entre otras.\n\n¡Apóyame!, y luchemos por la igualdad de oportunidades!']",https://www.facebook.com/ads/archive/render_ad/?id=921815195248515&access_token,2021-04-03,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.00033', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.119232', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000196', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000319', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.023094', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.158649', 'age': '65+', 'gender': 'male'}, {'percentage': '0.088419', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.132113', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.134968', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000196', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.091335', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.051382', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.027113', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.072374', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.076558', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.022888', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.000392', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000443', 'age': '65+', 'gender': 'unknown'}]","{'lower_bound': '150000', 'upper_bound': '174999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,1000,1499
45,945301959607208,2021-04-03,"['En estas elecciones vota por los jóvenes, los pensionistas y por más oportunidades para los peruanos. ¡Luchemos juntos! 🇵🇪\n\n✅ Marca las 2 lampas de #AcciónPopular, escribe el número 2, y juntos salgamos #Adelante.\n\n#MaricarmenAlva\n#LescanoPresidente\n#AcciónPopular']",https://www.facebook.com/ads/archive/render_ad/?id=945301959607208&access_token,2021-04-03,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.009708', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.224555', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.224262', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.154532', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.096165', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.016385', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.032763', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.042366', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.132685', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.06547', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.000433', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '8.4E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000328', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000168', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '9.8E-5', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '300000', 'upper_bound': '349999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,1000,1499
46,444216980200130,2021-04-03,"['🚨 Los jóvenes no pueden volver a ser considerados mano de obra barata, por ello voy a luchar por el reconocimiento de todos sus derechos laborales.\n\n➡️ Presentaré un proyecto de ley que, mediante incentivos tributarios, impulse a las empresas a contratar formalmente a recién egresados de institutos y universidades, permitiendo que puedan tener un primer empleo digno. ¡Sí es posible!\n\n✅ Marca las 2 lampas de #AcciónPopular y escribe el número 2. ¡Adelante!']",https://www.facebook.com/ads/archive/render_ad/?id=444216980200130&access_token,2021-04-03,2021-04-06,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '1500', 'upper_bound': '1999'}","[{'percentage': '0.660143', 'region': 'Callao'}, {'percentage': '0.339857', 'region': 'Lima Region'}]","[{'percentage': '0.116225', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.063172', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.056943', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.110446', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.134428', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.110074', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.102707', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.127312', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.071851', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.106097', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.00022', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000127', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000171', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000174', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '5.3E-5', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '350000', 'upper_bound': '399999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,1500,1999
47,1175923389515432,2021-04-02,"['🚨 Los jóvenes no pueden volver a ser considerados mano de obra barata, por ello voy a luchar por el reconocimiento de todos sus derechos laborales.\n\n➡️ Presentaré un proyecto de ley que, mediante incentivos tributarios, impulse a las empresas a contratar formalmente a recién egresados de institutos y universidades, permitiendo que puedan tener un primer empleo digno. ¡Sí es posible!\n\n✅ Marca las 2 lampas de #AcciónPopular y escribe el número 2. ¡Adelante!']",https://www.facebook.com/ads/archive/render_ad/?id=1175923389515432&access_token,2021-04-02,2021-04-03,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '800', 'upper_bound': '899'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000102', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000305', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.055383', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.089214', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.039476', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.163216', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.095757', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.13269', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.117859', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.079807', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.11163', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.113164', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.000585', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000415', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000398', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '100000', 'upper_bound': '124999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,800,899
48,275594714228136,2021-04-02,"['Los peruanos estamos cansados de que nuestros representantes y autoridades trabajen en beneficio propio y no por el bien común. Es por eso que postulo al Congreso, porque quiero que esto cambie, para que el Perú sea un mejor país, y sé que si todos trabajamos por ello, lo conseguiremos.\n\nEl #Congreso2021 es muy importante, permitirá trabajar cosas puntuales en medio de esta crisis, especialmente en materia laboral, de salud, educación, seguridad, economía, entre otras. Por ello, porque tengo la experiencia, las ganas y coraje, postulo. Apóyame y luchemos los 2 a por la igualdad de oportunidades.\n\n✅ Marca las 2 lampas de #AcciónPopular, escribe el 2 y juntos salgamos ¡Adelante! 🇵🇪\n\n#MaricarmenAlva\n#LescanoPresidente2021\n#AcciónPopular']",https://www.facebook.com/ads/archive/render_ad/?id=275594714228136&access_token,2021-04-02,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}","[{'percentage': '0.648463', 'region': 'Callao'}, {'percentage': '0.351537', 'region': 'Lima Region'}]","[{'percentage': '1.0E-5', 'age': 'Unknown', 'gender': 'unknown'}, {'percentage': '0.081035', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000402', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.03494', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.107044', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.036148', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.127216', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.126181', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.084207', 'age': '65+', 'gender': 'female'}, {'percentage': '0.095803', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.00045', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.033781', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.123622', 'age': '65+', 'gender': 'male'}, {'percentage': '0.09838', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.049018', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.000335', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000441', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000575', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000412', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '125000', 'upper_bound': '149999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,1000,1499
49,1096040727565575,2021-04-02,"['✅  Construyamos juntos un mejor Perú, trabajando para mejorar nuestra situación en materia laboral, salud, educación, economía, entre otras.\n\n¡Apóyame!, y luchemos por la igualdad de oportunidades!']",https://www.facebook.com/ads/archive/render_ad/?id=1096040727565575&access_token,2021-04-03,2021-04-06,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.739875', 'region': 'Callao'}, {'percentage': '0.260125', 'region': 'Lima Region'}]","[{'percentage': '0.021012', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.093385', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.09572', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.049805', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.052918', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.063035', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.155642', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.094942', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.140856', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.232685', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '1000', 'upper_bound': '1999'}",101382064633453,Maricarmen Alva,['facebook'],True,True,0,99
50,121381539918068,2021-04-02,"['🚨 Los jóvenes no pueden volver a ser considerados mano de obra barata, por ello voy a luchar por el reconocimiento de todos sus derechos laborales.\n\n➡️ Presentaré un proyecto de ley que, mediante incentivos tributarios, impulse a las empresas a contratar formalmente a recién egresados de institutos y universidades, permitiendo que puedan tener un primer empleo digno. ¡Sí es posible!\n\n✅ Marca las 2 lampas de #AcciónPopular y escribe el número 2. ¡Adelante!']",https://www.facebook.com/ads/archive/render_ad/?id=121381539918068&access_token,2021-04-03,2021-04-10,Maria Del Carmen Alva Prieto,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}","[{'percentage': '0.660396', 'region': 'Callao'}, {'percentage': '0.339604', 'region': 'Lima Region'}]","[{'percentage': '0.000315', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.051451', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.081633', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.037569', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.146129', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.114196', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.078316', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.129414', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.143995', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.134597', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.081818', 'age': '18-24', 'gender': 'male'}, {'percentage': '7.7E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000154', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000215', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000123', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '125000', 'upper_bound': '149999'}",101382064633453,Maricarmen Alva,"['facebook', 'instagram']",True,True,1000,1499
